ts,inverter,code,meaning
2019-01-12 14:35:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-12 14:40:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-12 14:45:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-12 14:50:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-12 14:55:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-12 15:00:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-12 15:05:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-12 15:10:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 07:10:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:15:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:20:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:25:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:30:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:35:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:40:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:45:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:50:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 07:55:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:00:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:05:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:10:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:15:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:20:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:25:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:30:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:35:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:40:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-01-13 08:45:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 08:50:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 08:55:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:00:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:05:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:10:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:15:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:20:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:25:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:30:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:35:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:40:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:45:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:50:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 09:55:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:00:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:05:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:10:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:15:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:20:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:25:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:30:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:35:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:40:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:45:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:50:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 10:55:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:00:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:05:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:10:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:15:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:20:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:25:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:30:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:35:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:40:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:45:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:50:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 11:55:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:00:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:05:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:10:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:15:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:20:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:25:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:30:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:35:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:40:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:45:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:50:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 12:55:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 13:00:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 13:05:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 13:10:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 13:15:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 13:20:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-13 13:25:00,01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2019-01-22 07:05:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-02-07 14:05:00,01.01.003,655369,Absinken der negativen Zwischenkreisspan-nung unter Grenzwert P0024.0
2019-02-18 15:25:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-05-02 08:35:00,01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert
2019-05-02 09:00:00,01.01.003,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G
2019-05-02 10:00:00,01.01.003,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G
2019-05-02 18:30:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-05-09 18:45:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-05-24 12:35:00,01.01.003,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G
2019-06-02 12:05:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-03 13:10:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-04 11:25:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-05 10:10:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-15 12:10:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-19 12:05:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-25 11:45:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-25 12:40:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-26 10:00:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-06-26 10:05:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-06-26 10:10:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-06-26 10:15:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-06-26 11:05:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-26 11:25:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-26 11:30:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-06-26 11:35:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-06-26 12:10:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-30 12:10:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-30 12:25:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-30 12:45:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-06-30 13:30:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-24 10:00:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-24 10:30:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-24 10:50:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-24 11:20:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-24 11:45:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-24 12:15:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-24 12:50:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 09:55:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 10:25:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 10:40:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 11:00:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 11:20:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 11:35:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 11:55:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-25 12:20:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-07-31 09:45:00,01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert
2019-08-11 03:50:00,01.01.003,655616,Störmeldung vom Leistungsteil
2019-08-14 13:35:00,01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert
2019-09-01 10:45:00,01.01.003,655363,Asymmetrie im Zwischenkreis low
2019-10-12 05:25:00,01.01.003,655616,Störmeldung vom Leistungsteil
2017-02-03 08:35:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 08:40:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 08:45:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 08:50:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 08:55:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 09:15:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 09:25:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 09:35:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 09:50:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 10:20:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-02-03 15:05:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-03-06 07:50:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 07:55:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:00:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:05:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:10:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:15:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:20:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:25:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:30:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:35:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:40:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:45:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:50:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 08:55:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:00:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:05:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:10:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:15:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:20:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:25:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:30:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:35:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:40:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:45:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:50:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 09:55:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:00:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:05:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:10:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:15:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:20:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:25:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:30:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:35:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:40:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:45:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:50:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 10:55:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:00:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:05:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:10:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:15:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:20:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:25:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:30:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:35:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:40:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:45:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:50:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-03-06 11:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:40:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 12:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:40:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 13:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:40:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 14:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:40:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-06 15:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-03-12 10:05:00,01.01.004,655363,Asymmetrie im Zwischenkreis low
2017-03-18 17:05:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-05-09 03:35:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-06-02 15:25:00,01.01.004,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G
2017-07-10 10:40:00,01.01.004,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G
2017-10-29 06:00:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:05:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:10:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:15:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:20:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:25:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:30:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:35:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:40:00,01.01.004,655616,Störmeldung vom Leistungsteil
2017-10-29 06:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 06:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 06:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:40:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 07:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:40:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 08:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:40:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:45:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:50:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 09:55:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:00:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:05:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:10:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:15:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:20:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:25:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:30:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
2017-10-29 10:35:00,01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)"
