inverter,code,meaning,start,end,n_events,duration_h,family,power_ratio,mean_pac_kw,baseline_kw,lost_kwh,classification,code_en
01.02.011,655616,Störmeldung vom Leistungsteil,2019-02-21 16:30:00,2019-02-21 16:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655363,Asymmetrie im Zwischenkreis low,2019-02-24 15:50:00,2019-02-24 15:50:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-03-04 06:30:00,2019-03-04 06:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-03-14 05:35:00,2019-03-14 05:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-03-14 16:50:00,2019-03-14 16:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-03-22 05:10:00,2019-03-22 05:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-03-25 05:10:00,2019-03-25 05:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-03-28 17:10:00,2019-03-28 17:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-04-07 04:30:00,2019-04-07 04:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-04-07 04:40:00,2019-04-07 04:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-04-10 04:30:00,2019-04-10 04:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-04-13 04:30:00,2019-04-13 04:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-04-16 18:10:00,2019-04-16 18:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-04-17 04:10:00,2019-04-17 15:55:00,140,11.833,power-stage,0.0,0.0,14.79,157.79,TRIP,power-stage fault
01.01.004,663565,Temperatur im Gerät zu hoch,2019-04-17 13:05:00,2019-04-17 13:05:00,1,0.083,other,0.0,0.0,18.38,1.53,TRIP,device over-temperature
01.01.004,655616,Störmeldung vom Leistungsteil,2019-04-19 04:10:00,2019-04-19 04:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-04-20 18:15:00,2019-04-20 18:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.008,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.011,655616,Störmeldung vom Leistungsteil,2019-05-02 08:35:00,2019-05-02 10:05:00,4,1.583,power-stage,1.326,16.72,12.6,0.27,NUISANCE,power-stage fault
01.01.001,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,0.0,0.0,11.51,0.96,TRIP,DC-link (pos.) below nominal
01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.002,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.005,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.010,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.004,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.006,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-02 08:35:00,2019-05-02 08:35:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.002,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-02 09:00:00,2019-05-02 09:00:00,1,0.083,dc-link,1.106,13.03,11.78,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.005,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-02 09:00:00,2019-05-02 09:00:00,1,0.083,dc-link,1.151,14.33,12.45,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.010,655616,Störmeldung vom Leistungsteil,2019-05-02 09:00:00,2019-05-02 10:00:00,2,1.083,power-stage,1.233,17.2,13.95,0.3,NUISANCE,power-stage fault
01.01.007,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-02 09:00:00,2019-05-02 09:00:00,1,0.083,dc-link,1.164,14.0,12.03,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.001,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-02 09:00:00,2019-05-02 09:00:00,1,0.083,dc-link,1.064,12.84,12.06,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.008,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-02 09:00:00,2019-05-02 09:00:00,1,0.083,dc-link,1.18,15.05,12.76,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.004,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-02 09:00:00,2019-05-02 09:00:00,1,0.083,dc-link,1.154,14.01,12.14,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.003,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-02 09:00:00,2019-05-02 09:00:00,1,0.083,dc-link,1.191,14.15,11.89,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.006,655616,Störmeldung vom Leistungsteil,2019-05-02 09:00:00,2019-05-02 10:00:00,2,1.083,power-stage,1.208,17.06,14.13,0.49,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2019-05-02 09:00:00,2019-05-02 10:00:00,2,1.083,power-stage,1.234,17.44,14.13,0.28,NUISANCE,power-stage fault
01.01.004,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G,2019-05-02 10:00:00,2019-05-02 10:00:00,1,0.083,dc-link,1.191,16.48,13.84,0.0,NUISANCE,DC-link (pos. boosted) exceeded
01.01.002,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G,2019-05-02 10:00:00,2019-05-02 10:00:00,1,0.083,dc-link,1.314,17.98,13.69,0.0,NUISANCE,DC-link (pos. boosted) exceeded
01.01.007,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G,2019-05-02 10:00:00,2019-05-02 10:00:00,1,0.083,dc-link,0.972,12.09,12.44,0.03,NUISANCE,DC-link (pos. boosted) exceeded
01.02.008,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G,2019-05-02 10:00:00,2019-05-02 10:00:00,1,0.083,dc-link,1.049,14.43,13.75,0.0,NUISANCE,DC-link (pos. boosted) exceeded
01.01.003,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G,2019-05-02 10:00:00,2019-05-02 10:00:00,1,0.083,dc-link,1.266,17.31,13.67,0.0,NUISANCE,DC-link (pos. boosted) exceeded
01.01.003,655616,Störmeldung vom Leistungsteil,2019-05-02 18:30:00,2019-05-02 18:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-05-03 04:25:00,2019-05-03 04:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-05-04 03:45:00,2019-05-04 03:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2019-05-06 03:35:00,2019-05-06 03:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2019-05-09 18:45:00,2019-05-09 18:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,1.197,22.14,18.5,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.004,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,1.203,22.14,18.4,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.010,655363,Asymmetrie im Zwischenkreis low,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,1.249,22.1,17.69,0.0,NUISANCE,DC-link asymmetry low
01.01.002,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,1.224,22.11,18.07,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.01.001,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,0.899,15.19,16.89,0.14,DERATE,DC-link (pos.) below nominal
01.01.006,655616,Störmeldung vom Leistungsteil,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,power-stage,1.222,21.85,17.88,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,power-stage,1.225,22.09,18.04,0.0,NUISANCE,power-stage fault
01.02.011,655363,Asymmetrie im Zwischenkreis low,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,0.608,9.63,15.83,0.52,DERATE,DC-link asymmetry low
01.01.007,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,1.262,21.97,17.41,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.005,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,1.193,21.89,18.34,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.008,655372,Überschreiten der negativen hochgesetzten Zwischenkreisspannung über G,2019-05-24 12:35:00,2019-05-24 12:35:00,1,0.083,dc-link,1.216,22.03,18.12,0.0,NUISANCE,DC-link (neg. boosted) exceeded
01.02.011,655616,Störmeldung vom Leistungsteil,2019-05-27 18:55:00,2019-05-27 18:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-02 12:05:00,2019-06-02 12:05:00,1,0.083,dc-link,1.058,23.01,21.74,0.0,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-03 12:00:00,2019-06-03 12:00:00,1,0.083,dc-link,1.081,22.92,21.2,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-03 13:10:00,2019-06-03 13:10:00,1,0.083,dc-link,0.978,15.57,15.92,0.03,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-04 11:25:00,2019-06-04 11:25:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-04 11:25:00,2019-06-04 11:25:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-05 10:05:00,2019-06-05 10:05:00,1,0.083,dc-link,1.015,22.65,22.32,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-05 10:10:00,2019-06-05 10:10:00,1,0.083,dc-link,1.006,22.75,22.61,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-06-06 19:05:00,2019-06-06 19:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2019-06-08 02:55:00,2019-06-08 02:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-06-11 18:35:00,2019-06-11 18:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-12 11:50:00,2019-06-12 12:50:00,2,1.083,dc-link,1.004,21.97,21.87,0.39,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-06-13 03:20:00,2019-06-13 03:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-14 12:20:00,2019-06-14 12:20:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-15 12:10:00,2019-06-15 12:10:00,1,0.083,dc-link,1.02,22.8,22.35,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-15 12:10:00,2019-06-15 12:10:00,1,0.083,dc-link,1.011,22.64,22.4,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-19 12:05:00,2019-06-19 12:05:00,1,0.083,dc-link,1.033,22.7,21.96,0.0,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-19 12:05:00,2019-06-19 12:05:00,1,0.083,dc-link,1.038,22.67,21.84,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655616,Störmeldung vom Leistungsteil,2019-06-22 19:35:00,2019-06-22 19:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-25 11:40:00,2019-06-25 12:30:00,2,0.917,dc-link,0.994,21.54,21.67,0.44,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-25 11:45:00,2019-06-25 12:40:00,2,1.0,dc-link,1.008,21.61,21.45,0.52,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2019-06-25 12:40:00,2019-06-25 12:40:00,1,0.083,dc-link,1.168,22.91,19.61,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-06-26 03:05:00,2019-06-26 03:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2019-06-26 10:00:00,2019-06-26 11:35:00,6,1.667,power-stage,1.023,22.16,21.67,0.08,NUISANCE,power-stage fault
01.01.004,655363,Asymmetrie im Zwischenkreis low,2019-06-26 10:05:00,2019-06-26 12:35:00,7,2.583,dc-link,0.978,21.31,21.78,2.99,NUISANCE,DC-link asymmetry low
01.01.004,655616,Störmeldung vom Leistungsteil,2019-06-26 10:10:00,2019-06-26 10:10:00,1,0.083,power-stage,1.0,22.28,22.28,0.0,NUISANCE,power-stage fault
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-26 10:20:00,2019-06-26 12:25:00,5,2.167,dc-link,1.003,21.85,21.78,0.69,NUISANCE,DC-link asymmetry low
01.02.011,655363,Asymmetrie im Zwischenkreis low,2019-06-26 10:50:00,2019-06-26 11:35:00,2,0.833,dc-link,1.041,22.53,21.65,0.0,NUISANCE,DC-link asymmetry low
01.01.001,655363,Asymmetrie im Zwischenkreis low,2019-06-26 10:55:00,2019-06-26 11:45:00,2,0.917,dc-link,1.016,22.28,21.92,0.2,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-26 11:05:00,2019-06-26 12:10:00,3,1.167,dc-link,1.018,22.03,21.63,0.18,NUISANCE,DC-link asymmetry low
01.02.009,655363,Asymmetrie im Zwischenkreis low,2019-06-26 11:15:00,2019-06-26 12:10:00,2,1.0,dc-link,0.933,20.26,21.71,1.99,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-06-27 19:25:00,2019-06-27 19:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2019-06-30 03:00:00,2019-06-30 03:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-06-30 03:05:00,2019-06-30 03:10:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-06-30 10:55:00,2019-06-30 13:15:00,6,2.417,dc-link,1.099,22.12,20.13,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-06-30 12:10:00,2019-06-30 13:30:00,4,1.417,dc-link,1.07,20.97,19.59,0.33,NUISANCE,DC-link asymmetry low
01.02.011,655363,Asymmetrie im Zwischenkreis low,2019-06-30 12:25:00,2019-06-30 13:00:00,2,0.667,dc-link,1.127,21.93,19.45,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2019-06-30 12:50:00,2019-06-30 12:50:00,1,0.083,dc-link,1.185,22.43,18.93,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2019-06-30 15:10:00,2019-06-30 15:10:00,1,0.083,dc-link,1.026,13.81,13.46,0.0,NUISANCE,DC-link asymmetry low
01.02.010,655363,Asymmetrie im Zwischenkreis low,2019-06-30 15:10:00,2019-06-30 15:10:00,1,0.083,dc-link,1.068,13.43,12.58,0.0,NUISANCE,DC-link asymmetry low
01.02.009,655363,Asymmetrie im Zwischenkreis low,2019-06-30 15:10:00,2019-06-30 15:10:00,1,0.083,dc-link,1.069,13.45,12.58,0.0,NUISANCE,DC-link asymmetry low
01.02.008,655363,Asymmetrie im Zwischenkreis low,2019-06-30 15:10:00,2019-06-30 15:10:00,1,0.083,dc-link,1.06,13.37,12.61,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-01 03:10:00,2019-07-01 03:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-07 03:35:00,2019-07-07 03:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-08 19:10:00,2019-07-08 19:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-09 19:10:00,2019-07-09 19:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2019-07-15 03:20:00,2019-07-15 03:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-20 03:15:00,2019-07-20 03:20:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2019-07-21 05:15:00,2019-07-21 05:15:00,1,0.083,power-stage,0.361,0.87,2.42,0.13,DERATE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-22 03:30:00,2019-07-22 03:35:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-22 18:55:00,2019-07-22 18:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-23 03:20:00,2019-07-23 03:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2019-07-23 19:05:00,2019-07-23 19:05:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-07-24 10:00:00,2019-07-24 12:50:00,7,2.917,dc-link,1.447,22.22,15.36,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2019-07-24 10:00:00,2019-07-24 12:40:00,4,2.75,dc-link,1.434,21.93,15.29,0.39,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-07-24 10:05:00,2019-07-24 13:00:00,6,3.0,dc-link,1.362,21.28,15.63,0.85,NUISANCE,DC-link asymmetry low
01.02.011,655363,Asymmetrie im Zwischenkreis low,2019-07-24 11:00:00,2019-07-24 11:00:00,1,0.083,dc-link,1.142,23.03,20.17,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2019-07-25 09:55:00,2019-07-25 12:50:00,7,3.0,dc-link,1.438,21.99,15.29,0.3,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2019-07-25 09:55:00,2019-07-25 12:20:00,8,2.5,dc-link,1.323,20.89,15.78,1.16,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2019-07-25 10:00:00,2019-07-25 12:40:00,8,2.75,dc-link,1.354,21.4,15.81,0.35,NUISANCE,DC-link asymmetry low
01.01.001,655363,Asymmetrie im Zwischenkreis low,2019-07-25 10:45:00,2019-07-25 11:50:00,3,1.167,dc-link,1.385,22.16,16.0,0.0,NUISANCE,DC-link asymmetry low
01.02.009,655363,Asymmetrie im Zwischenkreis low,2019-07-25 10:45:00,2019-07-25 12:15:00,4,1.583,dc-link,1.397,21.76,15.57,0.26,NUISANCE,DC-link asymmetry low
01.02.011,655363,Asymmetrie im Zwischenkreis low,2019-07-25 11:15:00,2019-07-25 12:20:00,3,1.167,dc-link,1.566,21.84,13.95,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-26 03:30:00,2019-07-26 03:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2019-07-28 03:25:00,2019-07-28 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-29 03:35:00,2019-07-29 03:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-07-31 09:45:00,2019-07-31 09:45:00,1,0.083,dc-link,0.386,8.21,21.26,1.09,DERATE,DC-link (pos.) below nominal
01.01.006,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-07-31 09:45:00,2019-07-31 09:45:00,1,0.083,dc-link,0.499,10.56,21.18,0.89,DERATE,DC-link (pos.) below nominal
01.01.005,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-07-31 09:55:00,2019-07-31 09:55:00,1,0.083,dc-link,0.69,11.89,17.25,0.45,DERATE,DC-link (pos.) below nominal
01.02.011,655616,Störmeldung vom Leistungsteil,2019-07-31 18:25:00,2019-07-31 18:30:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-08-04 03:40:00,2019-08-04 03:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2019-08-07 18:30:00,2019-08-07 18:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2019-08-11 03:50:00,2019-08-11 03:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2019-08-11 04:00:00,2019-08-11 04:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.756,16.73,9.53,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.004,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.939,18.56,9.57,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.005,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.678,16.69,9.94,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.007,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.698,16.05,9.45,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.9,18.89,9.94,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.008,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.629,16.86,10.35,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.001,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.316,13.24,10.06,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.009,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.578,16.29,10.32,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.002,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.92,18.75,9.77,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.010,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.64,16.55,10.09,0.0,NUISANCE,DC-link (pos.) below nominal
01.01.006,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2019-08-14 13:35:00,2019-08-14 13:35:00,1,0.083,dc-link,1.847,18.88,10.22,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.011,655616,Störmeldung vom Leistungsteil,2019-08-15 03:55:00,2019-08-15 03:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
