inverter,code,meaning,start,end,n_events,duration_h,family,power_ratio,mean_pac_kw,baseline_kw,lost_kwh,classification,code_en
01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-06-11 10:20:00,2018-06-11 10:20:00,1,0.083,dc-link,0.516,5.71,11.06,0.45,DERATE,DC-link (pos.) below nominal
01.01.007,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-06-11 10:20:00,2018-06-11 10:20:00,1,0.083,dc-link,0.59,7.32,12.42,0.42,DERATE,DC-link (pos.) below nominal
01.02.010,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-06-11 10:20:00,2018-06-11 10:20:00,1,0.083,dc-link,0.676,7.49,11.08,0.3,DERATE,DC-link (pos.) below nominal
01.01.006,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-06-11 10:20:00,2018-06-11 10:20:00,1,0.083,dc-link,0.582,7.29,12.53,0.44,DERATE,DC-link (pos.) below nominal
01.01.001,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-06-11 10:25:00,2018-06-11 10:25:00,1,0.083,dc-link,0.97,10.74,11.07,0.03,NUISANCE,DC-link (pos.) below nominal
01.01.002,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-06-11 10:30:00,2018-06-11 10:30:00,1,0.083,dc-link,0.537,5.99,11.16,0.43,DERATE,DC-link (pos.) below nominal
01.01.005,655616,Störmeldung vom Leistungsteil,2018-06-11 19:20:00,2018-06-11 19:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2018-06-12 19:25:00,2018-06-12 19:30:00,2,0.167,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-06-14 19:10:00,2018-06-14 19:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-06-15 03:00:00,2018-06-15 03:15:00,2,0.333,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-06-16 03:05:00,2018-06-16 03:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2018-06-19 19:25:00,2018-06-19 19:25:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.02.011,655369,Absinken der negativen Zwischenkreisspan-nung unter Grenzwert P0024.0,2018-06-19 19:30:00,2018-06-19 19:30:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (neg.) below nominal
01.02.011,655616,Störmeldung vom Leistungsteil,2018-06-21 19:35:00,2018-06-21 19:35:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-06-23 03:00:00,2018-06-23 03:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2018-06-23 03:05:00,2018-06-23 03:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-06-28 03:05:00,2018-06-28 03:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-07-02 03:00:00,2018-07-02 03:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655363,Asymmetrie im Zwischenkreis low,2018-07-05 10:35:00,2018-07-05 10:35:00,1,0.083,dc-link,1.623,22.46,13.84,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2018-07-08 03:05:00,2018-07-08 03:15:00,3,0.25,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-07-13 03:25:00,2018-07-13 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-07-16 03:20:00,2018-07-16 03:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-07-18 03:25:00,2018-07-18 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-07-20 03:25:00,2018-07-20 03:25:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2018-07-20 19:10:00,2018-07-20 19:10:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.01.005,655616,Störmeldung vom Leistungsteil,2018-07-25 19:10:00,2018-07-25 19:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-07-30 03:40:00,2018-07-30 03:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655363,Asymmetrie im Zwischenkreis low,2018-07-31 10:05:00,2018-07-31 12:10:00,6,2.167,dc-link,1.098,21.57,19.64,0.22,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2018-07-31 10:20:00,2018-07-31 12:20:00,5,2.083,dc-link,1.075,21.27,19.78,0.74,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2018-07-31 10:45:00,2018-07-31 11:15:00,2,0.583,dc-link,1.041,21.4,20.56,0.1,NUISANCE,DC-link asymmetry low
01.01.001,655363,Asymmetrie im Zwischenkreis low,2018-07-31 11:10:00,2018-07-31 12:00:00,2,0.917,dc-link,1.083,21.96,20.27,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655363,Asymmetrie im Zwischenkreis low,2018-07-31 11:20:00,2018-07-31 11:20:00,1,0.083,dc-link,1.105,21.91,19.82,0.0,NUISANCE,DC-link asymmetry low
01.02.009,655363,Asymmetrie im Zwischenkreis low,2018-07-31 11:35:00,2018-07-31 11:35:00,1,0.083,dc-link,0.991,22.12,22.31,0.02,NUISANCE,DC-link asymmetry low
01.01.004,655371,Überschreiten der positiven hochgesetzten Zwischenkreisspannung über G,2018-08-01 05:20:00,2018-08-01 05:20:00,1,0.083,dc-link,1.042,2.54,2.44,0.0,NUISANCE,DC-link (pos. boosted) exceeded
01.01.003,655363,Asymmetrie im Zwischenkreis low,2018-08-01 10:55:00,2018-08-01 12:10:00,3,1.333,dc-link,1.087,21.13,19.45,0.46,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2018-08-01 11:00:00,2018-08-01 12:15:00,3,1.333,dc-link,1.023,20.14,19.68,1.76,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2018-08-01 11:15:00,2018-08-01 11:15:00,1,0.083,dc-link,1.075,22.28,20.72,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2018-08-01 18:45:00,2018-08-01 18:45:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.01.004,655616,Störmeldung vom Leistungsteil,2018-08-01 18:45:00,2018-08-01 18:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655363,Asymmetrie im Zwischenkreis low,2018-08-04 09:55:00,2018-08-04 09:55:00,1,0.083,dc-link,1.138,22.6,19.85,0.0,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2018-08-04 09:55:00,2018-08-04 09:55:00,1,0.083,dc-link,1.135,22.83,20.11,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2018-08-04 10:10:00,2018-08-04 10:10:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2018-08-05 03:40:00,2018-08-05 03:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2018-08-08 03:50:00,2018-08-08 03:50:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655363,Asymmetrie im Zwischenkreis low,2018-08-09 10:45:00,2018-08-09 12:00:00,4,1.333,dc-link,1.061,20.49,19.32,0.75,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2018-08-09 11:35:00,2018-08-09 11:35:00,1,0.083,dc-link,1.178,22.39,19.01,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2018-08-09 11:45:00,2018-08-09 11:45:00,1,0.083,dc-link,1.304,22.19,17.01,0.0,NUISANCE,DC-link asymmetry low
01.01.005,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 12:00:00,49,4.083,power-stage,0.01,0.18,17.97,72.65,TRIP,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 12:00:00,49,4.083,power-stage,0.01,0.17,17.77,71.85,TRIP,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 12:00:00,49,4.083,power-stage,0.01,0.18,17.79,71.9,TRIP,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 10:45:00,34,2.833,power-stage,0.014,0.25,18.37,51.33,TRIP,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 11:55:00,47,4.0,power-stage,0.008,0.14,18.09,71.79,TRIP,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 12:00:00,49,4.083,power-stage,0.01,0.18,18.15,73.41,TRIP,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 11:05:00,38,3.167,power-stage,0.01,0.18,18.21,57.12,TRIP,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 10:55:00,36,3.0,power-stage,0.01,0.19,18.03,53.52,TRIP,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 11:45:00,46,3.833,power-stage,0.01,0.18,17.76,67.39,TRIP,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 11:25:00,42,3.5,power-stage,0.011,0.19,17.69,61.25,TRIP,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-08-14 08:00:00,2018-08-14 11:15:00,40,3.333,power-stage,0.009,0.17,17.87,59.0,TRIP,power-stage fault
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-08-14 10:50:00,2018-08-14 12:00:00,15,1.25,grid-side,0.0,0.0,17.39,21.74,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-08-14 11:00:00,2018-08-14 12:00:00,13,1.083,grid-side,0.0,0.0,16.22,17.58,TRIP,grid undervoltage (ENS)
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-08-14 11:10:00,2018-08-14 12:00:00,11,0.917,grid-side,0.0,0.0,15.91,14.58,TRIP,grid undervoltage (ENS)
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-08-14 11:20:00,2018-08-14 12:00:00,9,0.75,grid-side,0.0,0.0,15.18,11.38,TRIP,grid undervoltage (ENS)
01.02.011,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-08-14 11:30:00,2018-08-14 12:00:00,7,0.583,grid-side,0.0,0.0,14.99,8.75,TRIP,grid undervoltage (ENS)
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-08-14 11:50:00,2018-08-14 12:00:00,3,0.25,grid-side,0.0,0.0,13.55,3.39,TRIP,grid undervoltage (ENS)
01.02.011,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:05:00,2018-08-14 12:05:00,1,0.083,dc-link,0.283,3.38,11.96,0.71,TRIP,DC-link (pos.) below nominal
01.01.004,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:05:00,2018-08-14 12:05:00,1,0.083,dc-link,0.226,2.52,11.15,0.72,TRIP,DC-link (pos.) below nominal
01.01.003,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:05:00,2018-08-14 12:05:00,1,0.083,dc-link,0.195,2.26,11.56,0.77,TRIP,DC-link (pos.) below nominal
01.01.007,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:05:00,2018-08-14 12:05:00,1,0.083,dc-link,0.273,3.21,11.75,0.71,TRIP,DC-link (pos.) below nominal
01.01.005,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:05:00,2018-08-14 12:05:00,1,0.083,dc-link,0.252,3.11,12.33,0.77,TRIP,DC-link (pos.) below nominal
01.01.002,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:05:00,2018-08-14 12:05:00,1,0.083,dc-link,0.169,1.96,11.59,0.8,TRIP,DC-link (pos.) below nominal
01.02.008,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:10:00,2018-08-14 12:10:00,1,0.083,dc-link,0.475,7.34,15.46,0.68,DERATE,DC-link (pos.) below nominal
01.01.001,655366,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-08-14 12:10:00,2018-08-14 12:10:00,1,0.083,dc-link,0.471,7.21,15.3,0.67,DERATE,DC-link (pos.) below nominal
01.01.003,655363,Asymmetrie im Zwischenkreis low,2018-08-17 11:20:00,2018-08-17 11:55:00,2,0.667,dc-link,1.518,22.17,14.6,0.0,NUISANCE,DC-link asymmetry low
01.01.006,655363,Asymmetrie im Zwischenkreis low,2018-08-17 11:40:00,2018-08-17 11:40:00,1,0.083,dc-link,1.158,22.23,19.2,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2018-08-21 04:30:00,2018-08-21 04:30:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.01.006,655363,Asymmetrie im Zwischenkreis low,2018-08-23 11:05:00,2018-08-23 12:30:00,2,1.5,dc-link,1.592,20.83,13.09,0.0,NUISANCE,DC-link asymmetry low
01.01.003,655363,Asymmetrie im Zwischenkreis low,2018-08-23 11:10:00,2018-08-23 11:10:00,1,0.083,dc-link,1.696,21.43,12.64,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655379,Bei der automatischen Isolationsprüfung der Anlage wurde ein Isolation,2018-08-25 18:10:00,2018-08-25 18:10:00,1,0.083,insulation,,,,0.0,NUISANCE,insulation test failure
01.01.004,655616,Störmeldung vom Leistungsteil,2018-09-03 04:40:00,2018-09-03 04:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2018-09-13 17:15:00,2018-09-13 17:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-09-20 04:55:00,2018-09-20 04:55:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-09-24 05:05:00,2018-09-24 05:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-09-25 05:10:00,2018-09-25 05:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-09-27 17:00:00,2018-09-27 17:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655363,Asymmetrie im Zwischenkreis low,2018-09-29 09:55:00,2018-09-29 09:55:00,1,0.083,dc-link,1.684,10.38,6.16,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2018-09-30 10:15:00,2018-09-30 10:15:00,1,0.083,dc-link,2.62,14.37,5.49,0.0,NUISANCE,DC-link asymmetry low
01.01.004,655363,Asymmetrie im Zwischenkreis low,2018-09-30 15:55:00,2018-09-30 15:55:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link asymmetry low
01.02.011,655616,Störmeldung vom Leistungsteil,2018-10-03 05:20:00,2018-10-03 05:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655365,Absinken des positiven Zwischenkreises unter Netzscheitelwert,2018-10-06 15:45:00,2018-10-06 15:45:00,1,0.083,dc-link,,,,0.0,NUISANCE,DC-link (pos.) below nominal
01.02.011,655616,Störmeldung vom Leistungsteil,2018-10-06 16:30:00,2018-10-06 16:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-10-11 05:30:00,2018-10-11 05:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-10-16 05:45:00,2018-10-16 05:45:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-10-17 05:40:00,2018-10-17 05:40:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-10-18 16:10:00,2018-10-18 16:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.057,0.14,2.43,1.15,TRIP,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.021,0.12,5.61,2.75,TRIP,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.026,0.14,5.59,2.72,TRIP,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.02,0.11,5.27,2.58,TRIP,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.026,0.14,5.62,2.74,TRIP,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.046,0.11,2.41,1.15,TRIP,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.093,0.13,1.37,0.62,TRIP,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.094,0.12,1.32,0.6,TRIP,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.034,0.14,3.99,1.93,TRIP,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.026,0.15,5.72,2.79,TRIP,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2018-10-23 07:45:00,2018-10-23 08:10:00,6,0.5,power-stage,0.054,0.12,2.24,1.06,TRIP,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-01 06:10:00,2018-11-01 06:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-11-01 06:10:00,2018-11-01 06:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-03 06:15:00,2018-11-03 06:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-03 15:00:00,2018-11-03 15:00:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-04 15:30:00,2018-11-04 15:30:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-09 15:05:00,2018-11-09 15:05:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-11 06:15:00,2018-11-11 06:15:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,1.053,1.56,1.48,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,1.027,1.35,1.32,0.0,NUISANCE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,0.633,0.94,1.49,0.1,DERATE,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,0.78,1.31,1.68,0.11,DERATE,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,1.031,1.33,1.29,0.0,NUISANCE,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2018-11-12 14:15:00,2018-11-12 15:35:00,17,1.417,power-stage,0.726,1.24,1.71,0.1,DERATE,power-stage fault
01.02.010,655616,Störmeldung vom Leistungsteil,2018-11-13 06:05:00,2018-11-13 08:45:00,32,2.75,power-stage,0.0,0.0,1.54,1.03,TRIP,power-stage fault
01.01.002,655616,Störmeldung vom Leistungsteil,2018-11-13 06:05:00,2018-11-13 10:50:00,57,4.833,power-stage,0.0,0.0,4.45,14.48,TRIP,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2018-11-13 06:05:00,2018-11-13 07:45:00,20,1.75,power-stage,0.0,0.0,1.54,0.9,TRIP,power-stage fault
01.01.005,655616,Störmeldung vom Leistungsteil,2018-11-13 06:05:00,2018-11-13 10:25:00,52,4.417,power-stage,0.0,0.0,3.41,10.51,TRIP,power-stage fault
01.01.001,655616,Störmeldung vom Leistungsteil,2018-11-13 06:05:00,2018-11-13 06:25:00,4,0.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.009,655616,Störmeldung vom Leistungsteil,2018-11-13 06:05:00,2018-11-13 08:10:00,25,2.167,power-stage,0.0,0.0,2.16,1.26,TRIP,power-stage fault
01.01.006,655616,Störmeldung vom Leistungsteil,2018-11-13 06:05:00,2018-11-13 07:35:00,18,1.583,power-stage,0.0,0.0,1.4,0.58,TRIP,power-stage fault
01.01.004,655616,Störmeldung vom Leistungsteil,2018-11-13 06:10:00,2018-11-13 06:30:00,3,0.417,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2018-11-13 06:10:00,2018-11-13 06:10:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.003,655616,Störmeldung vom Leistungsteil,2018-11-13 06:10:00,2018-11-13 06:35:00,5,0.5,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 06:15:00,2018-11-13 12:25:00,74,6.25,grid-side,0.0,0.0,2.15,8.41,TRIP,grid undervoltage (ENS)
01.01.004,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 06:15:00,2018-11-13 12:25:00,72,6.25,grid-side,0.0,0.0,1.77,5.3,TRIP,grid undervoltage (ENS)
01.02.011,655616,Störmeldung vom Leistungsteil,2018-11-13 06:25:00,2018-11-13 06:50:00,6,0.5,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.001,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 06:30:00,2018-11-13 12:30:00,73,6.083,grid-side,0.0,0.0,5.08,27.08,TRIP,grid undervoltage (ENS)
01.01.003,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 06:40:00,2018-11-13 12:25:00,70,5.833,grid-side,0.0,0.0,2.58,10.96,TRIP,grid undervoltage (ENS)
01.02.011,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 06:55:00,2018-11-13 12:25:00,67,5.583,grid-side,0.0,0.0,1.72,5.02,TRIP,grid undervoltage (ENS)
01.01.006,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 07:40:00,2018-11-13 12:25:00,58,4.833,grid-side,0.0,0.0,5.35,25.86,TRIP,grid undervoltage (ENS)
01.02.008,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 07:50:00,2018-11-13 12:25:00,56,4.667,grid-side,0.0,0.0,5.62,26.21,TRIP,grid undervoltage (ENS)
01.02.009,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 08:15:00,2018-11-13 12:25:00,51,4.25,grid-side,0.0,0.0,5.77,24.51,TRIP,grid undervoltage (ENS)
01.02.010,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 08:50:00,2018-11-13 12:25:00,44,3.667,grid-side,0.0,0.0,2.85,10.44,TRIP,grid undervoltage (ENS)
01.01.005,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 10:30:00,2018-11-13 12:25:00,24,2.0,grid-side,0.0,0.0,5.2,10.39,TRIP,grid undervoltage (ENS)
01.01.002,655626,"Erkennung von Netzunterspannung (ENS,Leistungsteil)",2018-11-13 10:55:00,2018-11-13 12:30:00,20,1.667,grid-side,0.001,0.0,6.21,10.34,TRIP,grid undervoltage (ENS)
01.01.003,655373,"Erkennung von Netzüberspannung (ENS,Steuerteil)",2018-11-13 12:30:00,2018-11-13 12:30:00,1,0.083,grid-side,0.038,0.09,2.44,0.2,TRIP,grid overvoltage (ENS)
01.01.004,655616,Störmeldung vom Leistungsteil,2018-11-20 15:20:00,2018-11-20 15:20:00,1,0.083,power-stage,,,,0.0,NUISANCE,power-stage fault
01.01.007,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 08:10:00,18,1.5,power-stage,,,,0.0,NUISANCE,power-stage fault
01.02.008,655616,Störmeldung vom Leistungsteil,2018-11-21 06:45:00,2018-11-21 07:00:00,4,0.333,power-stage,,,,0.0,NUISANCE,power-stage fault
